DIA|HORA|BOT|PROCESO|COMENTARIO|ESTADO
2023-01-17|14:05:01.900||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 158 Realizada|SATISFACTORIO
2023-01-17|14:05:01.940||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 159 Realizada|SATISFACTORIO
2023-01-17|14:05:01.980||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 160 Realizada|SATISFACTORIO
2023-01-17|14:05:02.020||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 161 Realizada|SATISFACTORIO
2023-01-17|14:05:02.050||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 162 Realizada|SATISFACTORIO
2023-01-17|14:05:02.090||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 163 Realizada|SATISFACTORIO
2023-01-17|14:05:02.130||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 164 Realizada|SATISFACTORIO
2023-01-17|14:05:02.170||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 165 Realizada|SATISFACTORIO
2023-01-17|14:05:02.210||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 166 Realizada|SATISFACTORIO
2023-01-17|14:05:02.250||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 167 Realizada|SATISFACTORIO
2023-01-17|14:05:02.280||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 168 Realizada|SATISFACTORIO
2023-01-17|14:05:02.320||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 169 Realizada|SATISFACTORIO
2023-01-17|14:05:02.360||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 170 Realizada|SATISFACTORIO
2023-01-17|14:05:02.400||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 171 Realizada|SATISFACTORIO
2023-01-17|14:05:02.430||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 172 Realizada|SATISFACTORIO
2023-01-17|14:05:02.470||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 173 Realizada|SATISFACTORIO
2023-01-17|14:05:02.520||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 174 Realizada|SATISFACTORIO
2023-01-17|14:05:02.550||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 175 Realizada|SATISFACTORIO
2023-01-17|14:05:02.590||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 176 Realizada|SATISFACTORIO
2023-01-17|14:05:02.630||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 177 Realizada|SATISFACTORIO
2023-01-17|14:05:02.660||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 178 Realizada|SATISFACTORIO
2023-01-17|14:05:02.700||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 179 Realizada|SATISFACTORIO
2023-01-17|14:05:02.740||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 180 Realizada|SATISFACTORIO
2023-01-17|14:05:02.770||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 181 Realizada|SATISFACTORIO
2023-01-17|14:05:02.810||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 182 Realizada|SATISFACTORIO
2023-01-17|14:05:02.850||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 183 Realizada|SATISFACTORIO
2023-01-17|14:05:02.880||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 184 Realizada|SATISFACTORIO
2023-01-17|14:05:02.920||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 185 Realizada|SATISFACTORIO
2023-01-17|14:05:02.960||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 186 Realizada|SATISFACTORIO
2023-01-17|14:05:02.990||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 187 Realizada|SATISFACTORIO
2023-01-17|14:05:03.030||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 188 Realizada|SATISFACTORIO
2023-01-17|14:05:03.070||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 189 Realizada|SATISFACTORIO
2023-01-17|14:05:03.110||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 190 Realizada|SATISFACTORIO
2023-01-17|14:05:03.150||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 191 Realizada|SATISFACTORIO
2023-01-17|14:05:03.200||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 192 Realizada|SATISFACTORIO
2023-01-17|14:05:03.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 193 Realizada|SATISFACTORIO
2023-01-17|14:05:03.270||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 194 Realizada|SATISFACTORIO
2023-01-17|14:05:03.310||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 195 Realizada|SATISFACTORIO
2023-01-17|14:05:03.350||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 196 Realizada|SATISFACTORIO
2023-01-17|14:05:03.390||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 197 Realizada|SATISFACTORIO
2023-01-17|14:05:03.420||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 198 Realizada|SATISFACTORIO
2023-01-17|14:05:03.460||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 199 Realizada|SATISFACTORIO
2023-01-17|14:05:03.500||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 200 Realizada|SATISFACTORIO
2023-01-17|14:05:03.540||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 201 Realizada|SATISFACTORIO
2023-01-17|14:05:03.570||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 202 Realizada|SATISFACTORIO
2023-01-17|14:05:03.610||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 203 Realizada|SATISFACTORIO
2023-01-17|14:05:03.650||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 204 Realizada|SATISFACTORIO
2023-01-17|14:05:03.690||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 205 Realizada|SATISFACTORIO
2023-01-17|14:05:03.730||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 206 Realizada|SATISFACTORIO
2023-01-17|14:05:03.760||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 207 Realizada|SATISFACTORIO
2023-01-17|14:05:03.800||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 208 Realizada|SATISFACTORIO
2023-01-17|14:05:03.840||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 209 Realizada|SATISFACTORIO
2023-01-17|14:05:03.870||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 210 Realizada|SATISFACTORIO
2023-01-17|14:05:03.910||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 211 Realizada|SATISFACTORIO
2023-01-17|14:05:03.960||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 212 Realizada|SATISFACTORIO
2023-01-17|14:05:04.000||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 213 Realizada|SATISFACTORIO
2023-01-17|14:05:04.040||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 214 Realizada|SATISFACTORIO
2023-01-17|14:05:04.070||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 215 Realizada|SATISFACTORIO
2023-01-17|14:05:04.110||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 216 Realizada|SATISFACTORIO
2023-01-17|14:05:04.150||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 217 Realizada|SATISFACTORIO
2023-01-17|14:05:04.190||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 218 Realizada|SATISFACTORIO
2023-01-17|14:05:04.220||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 219 Realizada|SATISFACTORIO
2023-01-17|14:05:04.260||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 220 Realizada|SATISFACTORIO
2023-01-17|14:05:04.300||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 221 Realizada|SATISFACTORIO
2023-01-17|14:05:04.340||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 222 Realizada|SATISFACTORIO
2023-01-17|14:05:04.390||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 223 Realizada|SATISFACTORIO
2023-01-17|14:05:04.430||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 224 Realizada|SATISFACTORIO
2023-01-17|14:05:04.460||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 225 Realizada|SATISFACTORIO
2023-01-17|14:05:04.500||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 226 Realizada|SATISFACTORIO
2023-01-17|14:05:04.540||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 227 Realizada|SATISFACTORIO
2023-01-17|14:05:04.580||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 228 Realizada|SATISFACTORIO
2023-01-17|14:05:04.620||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 229 Realizada|SATISFACTORIO
2023-01-17|14:05:04.650||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 230 Realizada|SATISFACTORIO
2023-01-17|14:05:04.690||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 231 Realizada|SATISFACTORIO
2023-01-17|14:05:04.730||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 232 Realizada|SATISFACTORIO
2023-01-17|14:05:04.770||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 233 Realizada|SATISFACTORIO
2023-01-17|14:05:04.810||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 234 Realizada|SATISFACTORIO
2023-01-17|14:05:04.850||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 235 Realizada|SATISFACTORIO
2023-01-17|14:05:04.890||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 236 Realizada|SATISFACTORIO
2023-01-17|14:05:04.930||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 237 Realizada|SATISFACTORIO
2023-01-17|14:05:04.970||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 238 Realizada|SATISFACTORIO
2023-01-17|14:05:05.010||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 239 Realizada|SATISFACTORIO
2023-01-17|14:05:05.050||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 240 Realizada|SATISFACTORIO
2023-01-17|14:05:05.090||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 241 Realizada|SATISFACTORIO
2023-01-17|14:05:05.130||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 242 Realizada|SATISFACTORIO
2023-01-17|14:05:05.160||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 243 Realizada|SATISFACTORIO
2023-01-17|14:05:05.200||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 244 Realizada|SATISFACTORIO
2023-01-17|14:05:05.240||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 245 Realizada|SATISFACTORIO
2023-01-17|14:05:05.280||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 246 Realizada|SATISFACTORIO
2023-01-17|14:05:05.320||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 247 Realizada|SATISFACTORIO
2023-01-17|14:05:05.360||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 248 Realizada|SATISFACTORIO
2023-01-17|14:05:05.400||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 249 Realizada|SATISFACTORIO
2023-01-17|14:05:05.440||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 250 Realizada|SATISFACTORIO
2023-01-17|14:05:05.480||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 251 Realizada|SATISFACTORIO
2023-01-17|14:05:05.530||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 252 Realizada|SATISFACTORIO
2023-01-17|14:05:05.560||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 253 Realizada|SATISFACTORIO
2023-01-17|14:05:05.600||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 254 Realizada|SATISFACTORIO
2023-01-17|14:05:05.640||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 255 Realizada|SATISFACTORIO
2023-01-17|14:05:05.670||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 256 Realizada|SATISFACTORIO
2023-01-17|14:05:05.710||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 257 Realizada|SATISFACTORIO
2023-01-17|14:05:05.750||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 258 Realizada|SATISFACTORIO
2023-01-17|14:05:05.790||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 259 Realizada|SATISFACTORIO
2023-01-17|14:05:05.830||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 260 Realizada|SATISFACTORIO
2023-01-17|14:05:05.870||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 261 Realizada|SATISFACTORIO
2023-01-17|14:05:05.910||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 262 Realizada|SATISFACTORIO
2023-01-17|14:05:05.950||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 263 Realizada|SATISFACTORIO
2023-01-17|14:05:05.990||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 264 Realizada|SATISFACTORIO
2023-01-17|14:05:06.030||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 265 Realizada|SATISFACTORIO
2023-01-17|14:05:06.070||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 266 Realizada|SATISFACTORIO
2023-01-17|14:05:06.110||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 267 Realizada|SATISFACTORIO
2023-01-17|14:05:06.140||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 268 Realizada|SATISFACTORIO
2023-01-17|14:05:06.180||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 269 Realizada|SATISFACTORIO
2023-01-17|14:05:06.220||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 270 Realizada|SATISFACTORIO
2023-01-17|14:05:06.280||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 271 Realizada|SATISFACTORIO
2023-01-17|14:05:06.320||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 272 Realizada|SATISFACTORIO
2023-01-17|14:05:06.360||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 273 Realizada|SATISFACTORIO
2023-01-17|14:05:06.390||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 274 Realizada|SATISFACTORIO
2023-01-17|14:05:06.430||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 275 Realizada|SATISFACTORIO
2023-01-17|14:05:06.480||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 276 Realizada|SATISFACTORIO
2023-01-17|14:05:06.510||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 277 Realizada|SATISFACTORIO
2023-01-17|14:05:06.550||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 278 Realizada|SATISFACTORIO
2023-01-17|14:05:06.590||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 279 Realizada|SATISFACTORIO
2023-01-17|14:05:06.630||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 280 Realizada|SATISFACTORIO
2023-01-17|14:05:06.670||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 281 Realizada|SATISFACTORIO
2023-01-17|14:05:06.710||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 282 Realizada|SATISFACTORIO
2023-01-17|14:05:06.760||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 283 Realizada|SATISFACTORIO
2023-01-17|14:05:06.800||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 284 Realizada|SATISFACTORIO
2023-01-17|14:05:06.840||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 285 Realizada|SATISFACTORIO
2023-01-17|14:05:06.880||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 286 Realizada|SATISFACTORIO
2023-01-17|14:05:06.910||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 287 Realizada|SATISFACTORIO
2023-01-17|14:05:06.950||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 288 Realizada|SATISFACTORIO
2023-01-17|14:05:06.000||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 289 Realizada|SATISFACTORIO
2023-01-17|14:05:07.040||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 290 Realizada|SATISFACTORIO
2023-01-17|14:05:07.070||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 291 Realizada|SATISFACTORIO
2023-01-17|14:05:07.110||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 292 Realizada|SATISFACTORIO
2023-01-17|14:05:07.150||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 293 Realizada|SATISFACTORIO
2023-01-17|14:05:07.190||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 294 Realizada|SATISFACTORIO
2023-01-17|14:05:07.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 295 Realizada|SATISFACTORIO
2023-01-17|14:05:07.270||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 296 Realizada|SATISFACTORIO
2023-01-17|14:05:07.280||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Final del proceso de validación de constancia avanzada|SATISFACTORIO
2023-01-17|14:05:07.280||ELIMINAR COLUMNAS VALIDADAS EXISTENTES|Inicio del proceso de columnas de validación|SATISFACTORIO
2023-01-17|14:05:07.580||ELIMINAR COLUMNAS VALIDADAS EXISTENTES|Fin del proceso de columnas de validación|SATISFACTORIO
2023-01-17|14:05:07.590||CREAR RUTA PDF|Inicio del proceso de busqueda de la  RUTA del  PDF|SATISFACTORIO
2023-01-17|14:05:07.610||CREAR RUTA PDF|Fin del proceso de busqueda de la  RUTA del  PDF|SATISFACTORIO
2023-01-17|14:05:07.770||CREAR VALIDACION REFERENCIA|Inicio del proceso de validación de referencia|SATISFACTORIO
2023-01-17|14:05:07.800||CREAR VALIDACION REFERENCIA|Creación de columna de Referencia Reporte SAP|SATISFACTORIO
2023-01-17|14:05:07.810||CREAR VALIDACION REFERENCIA|Creación de columna de Referencia Reporte PDF|SATISFACTORIO
2023-01-17|14:05:07.840||CREAR VALIDACION REFERENCIA|Creación de columna de Validacion de Referencia|SATISFACTORIO
2023-01-17|14:05:07.840||CREAR VALIDACION REFERENCIA|Inicio del proceso de validación de referencia|SATISFACTORIO
2023-01-17|14:05:07.900||CREAR COLUMNA FECHAS |Inicio del proceso de añadir detalle de columna de fechas|SATISFACTORIO
2023-01-17|14:05:07.930||CREAR COLUMNA FECHAS |Fin del proceso de añadir detalle de columna de fechas|SATISFACTORIO
2023-01-17|14:05:07.980||CREAR VALIDACION DE CONSTANCIA PDF|Inicio del proceso de validación de constancia PDF|SATISFACTORIO
2023-01-17|14:05:08.010||CREAR VALIDACION DE CONSTANCIA PDF|FIn del proceso de validación de constancia PDF|SATISFACTORIO
2023-01-17|14:05:08.040||CREAR COLUMNAS DE UNIDAD|Inicio del proceso de validación de UNIDAD|SATISFACTORIO
2023-01-17|14:05:08.080||CREAR COLUMNAS DE UNIDAD|Creación de columna unidad BASE|SATISFACTORIO
2023-01-17|14:05:08.120||CREAR COLUMNAS DE UNIDAD|Creación de columna unidad PDF |SATISFACTORIO
2023-01-17|14:05:08.160||CREAR COLUMNAS DE UNIDAD|Creación columna CODIGO UNIDAD sap|SATISFACTORIO
2023-01-17|14:05:08.210||CREAR COLUMNAS DE UNIDAD|Creación columna validación UNIDAD|SATISFACTORIO
2023-01-17|14:05:08.240||CREAR COLUMNA MONTOS PDF |Inicio del proceso de validar monto de pdf|SATISFACTORIO
2023-01-17|14:05:08.330||CREAR COLUMNA MONTOS PDF |añadir columna de monto de sap|SATISFACTORIO
2023-01-17|14:05:08.340||CREAR COLUMNA MONTOS PDF |añadir columna de monto de pdf|SATISFACTORIO
2023-01-17|14:05:08.390||CREAR COLUMNA MONTOS PDF |añadir columna de validación de montos pdf y sap|SATISFACTORIO
2023-01-17|14:05:08.450||CREAR COLUMNA MONTOS PDF |añadir columna de validación de constancia final|SATISFACTORIO
2023-01-17|14:05:08.450||CREAR COLUMNA MONTOS PDF |Fin del proceso de validar monto de pdf|SATISFACTORIO
2023-01-17|14:05:08.500||CREAR COLUMNA DE CONCILIACION FINAL|Inicio del proceso de concialiación final|SATISFACTORIO
2023-01-17|14:05:08.560||CREAR COLUMNA DE CONCILIACION FINAL|Fin del proceso de concialiación final|SATISFACTORIO
2023-01-17|14:05:08.590||LIMPIEZA DE DATOS DEL PROCESO DE VALIDACIÓN AVANZADA|Inicio del proceso de limpieza de datos de hoja proceso|SATISFACTORIO
2023-01-17|14:05:08.610||LIMPIEZA DE DATOS DEL PROCESO DE VALIDACIÓN AVANZADA|Final del proceso de limpieza de datos de hoja proceso|SATISFACTORIO
2023-01-17|14:05:10.270||VALIDACION DE EXISTENCIA DE CORREO|Envío de correo al Cliente con el reporte procesado realizado|SATISFACTORIO
2023-01-17|14:05:10.270||VALIDACION DE EXISTENCIA DE CORREO|Fin del proceso principal de la Automatización de Boletas y Constancias de Pago|SATISFACTORIO
2023-01-17|14:34:21.350||VALIDACION DE EXISTENCIA DE CORREO|Inicio del proceso principal de la Automatización de Boletas y Constancias de Pago|SATISFACTORIO
2023-01-17|14:34:21.960||VALIDACION DE EXISTENCIA DE CORREO|Transporte de valores desde el compartido al sistema |SATISFACTORIO
2023-01-17|14:34:24.400||PEGADO DE REPORTE DE SAP|Inicio del proceso de Pegado de Reporte de Sap en Excel|SATISFACTORIO
2023-01-17|14:34:24.410||ELIMINAR  REPORTE DE SAP|Inicio del proceso de eliminar el reporte existente de Sap en Excel|SATISFACTORIO
2023-01-17|14:34:24.430||ELIMINAR  REPORTE DE SAP|Final del proceso de eliminar el reporte existente de Sap en Excel|SATISFACTORIO
2023-01-17|14:34:27.590||PEGADO DE REPORTE DE SAP|Proceso correcto de pegado de reporte Sap|SATISFACTORIO
2023-01-17|14:34:27.610||PEGADO DE REPORTE DE SAP|Final del proceso de Pegado de Reporte de Sap en Excel|SATISFACTORIO
2023-01-17|14:34:27.610||ELIMINAR REGISTROS DE PDF EN LA TABLA DEL SISTEMA|Inicio del proceso de eliminar datos de tabla|SATISFACTORIO
2023-01-17|14:34:27.640||ELIMINAR REGISTROS DE PDF EN LA TABLA DEL SISTEMA|Fin del proceso de eliminar datos de tabla|SATISFACTORIO
2023-01-17|14:34:27.650||COPIA PDF´S DESDE RUTA DE DHO|Inicio del proceso de importación de los pdf´s de la ruta de DHO a carpeta de procesamiento|SATISFACTORIO
2023-01-17|14:34:27.920||COPIA PDF´S DESDE RUTA DE DHO|PDF #1ha sido copiado|SATISFACTORIO
2023-01-17|14:34:28.200||COPIA PDF´S DESDE RUTA DE DHO|PDF #2ha sido copiado|SATISFACTORIO
2023-01-17|14:34:28.210||PROCESO DE LECTURA DE PDF|Inicio del proceso de LECTURA DE PDF´S|SATISFACTORIO
2023-01-17|14:34:28.220||ELIMINAR REGISTROS DE PDF EN LA TABLA DEL SISTEMA|Inicio del proceso de eliminar datos de tabla|SATISFACTORIO
2023-01-17|14:34:28.230||ELIMINAR REGISTROS DE PDF EN LA TABLA DEL SISTEMA|Fin del proceso de eliminar datos de tabla|SATISFACTORIO
2023-01-17|14:34:40.050||PROCESO DE LECTURA DE PDF|PDF # 1 : Extracción de numero de referencia del pdf|SATISFACTORIO
2023-01-17|14:34:40.090||PROCESO DE LECTURA DE PDF|PDF # 1 : Extracción de fecha del proceso del pdf|SATISFACTORIO
2023-01-17|14:34:40.140||PROCESO DE LECTURA DE PDF|PDF # 1 : Extracción de Cuenta de Origen del pdf|SATISFACTORIO
2023-01-17|14:34:40.170||PROCESO DE LECTURA DE PDF|PDF # 1 : Extracción de Monto Total del pdf|SATISFACTORIO
